,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2871,6.736554008150059,1.0491385020375148,0.07634459918499409,2.2634459918499408,0.06590337975549823,17.72060971474793,31.817229959249705,0.9961729463315395,3.518172299592497,0.5444121942949586,11.073108016300118,1
568,9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,3
478,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,2
618,11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,2
2574,9.469881188686829,0.6424768562474881,0.13247029717170716,1.923646040100975,0.0895587871464634,4.924702971717071,14.0,0.9979075297028283,3.3131175742929266,0.5307529702828293,9.83870544575756,1
3410,8.652592330681504,0.3311555398408902,0.40762961653407515,2.1179261354547974,0.06389630677273989,18.410369322726012,42.6474076693185,0.9947291257111588,3.285318536852295,0.7841036932272601,11.900593037841444,4
3612,8.944753915291114,0.3728393735534217,0.4932305742426968,2.708950783058223,0.07878601044077631,6.606994779611847,17.0,0.9951708355712859,3.165174869490296,0.8593005220388152,12.124896345728294,5
2853,7.325251545284726,0.9639432919334563,0.12075022075496089,2.1,0.0679862753868205,11.696248896225196,34.645013245297655,0.9956505030905695,3.449249779245039,0.46037511037748047,10.731747571695431,1
1892,7.361656358294465,1.1453782369042806,0.006390606950922479,4.435327601576752,0.09508281791472316,4.744375721963101,14.0,0.9967891619657473,3.6006032080257566,0.537443757219631,10.636093930490775,0
1481,8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.99828,3.39,0.68,10.6,2
2088,7.36096713915015,1.362214504559026,0.0053118413522188854,2.020322379716717,0.12133006801095422,5.265592067610944,9.796776202832833,0.9950893341638376,3.513279603380547,0.46108617555051723,10.647687535769602,0
1237,7.1,0.75,0.01,2.2,0.059,11.0,18.0,0.99242,3.39,0.4,12.8,3
320,9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,4
744,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,2
2577,7.683277123230753,0.3950934101484149,0.5360612376941126,2.6862480579909427,0.13089400892642017,23.07810072488678,82.38284891266983,0.9974587441739728,3.2574701579565666,0.8401530942352815,9.578437985502264,1
3884,7.434420162187317,0.37807058514834124,0.28192941485165873,1.8430252027341458,0.07322554635078538,18.462856892960957,25.807058514834125,0.9941882789918907,3.2589310892030245,0.7034420162187316,11.51186552710878,5
3639,7.340199435359086,0.3635124274223669,0.41753237095827545,3.291144516060185,0.07452537580567709,15.772138709849537,39.509450807011,0.9962190058062106,3.4214228306610823,0.8368358387045138,13.031641612954862,5
3394,8.814969381294903,0.26095713381286295,0.35748469064745103,1.7748469064745105,0.056946019568337274,12.850306187050979,27.14969381294902,0.9940777183079131,3.1594601956833728,0.6139510100718433,11.494601956833728,4
2827,7.519415478755643,0.6183611762044651,0.06805845212443576,4.071607433421984,0.08644780804533365,7.044885439111871,28.55219195466634,0.9974597077393778,3.378507306515554,0.4940292260622179,9.089561609066731,1
1428,7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,2
1298,5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.99191,3.45,0.56,12.2,3
3306,9.128550233605042,0.45333663032810456,0.19475672377012143,2.5,0.09338083463113912,18.095332295088703,49.0,0.9978857001557367,3.268574961065826,0.7838132918035481,10.314299844263305,4
4049,7.2400295135337664,0.3759970486466234,0.3079985243233117,1.9599704864662342,0.059602656218038855,15.40029513533766,27.999262161655853,0.9946139217891355,3.232001475676688,0.7479911459398703,11.320014756766884,5
2356,6.825279682298807,0.7785456520462043,0.10550342813785235,2.025279682298807,0.07061746656549889,4.0,9.988812708047725,0.9955913641301155,3.5072482859310736,0.6248321906207159,11.026398411494034,1
4063,12.328599191319295,0.31351815863104615,0.6993936423038725,2.189948118197011,0.07119584945576087,6.452334681134507,29.0,0.9984999675521206,2.8975907931552305,0.8169844354591033,9.875389113522418,5
2757,7.204119322598334,0.5469062509716334,0.1270113625763999,3.4205966129916696,0.08443295458078663,7.175284064409997,26.649431871180006,0.9967927699000548,3.383917613548033,0.4725767051637667,9.019588067740166,1
2565,7.887331580192666,0.8794801885125185,0.039229848716772264,1.805429322774572,0.059013473584586654,3.981902257418094,8.018097742581906,0.9971998190225742,3.3594570677225426,0.3343434582196575,9.121717291098287,1
3515,7.302960710097774,0.41260422486429504,0.2722477396308163,2.051480355048887,0.057544410651466524,18.260422486429505,31.745618935940634,0.9946256193490771,3.2694682722041466,0.7565679763300742,11.540241656894807,5
477,10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,3
2382,7.17876193101244,0.5261178758463638,0.0,2.1409285517406698,0.07034738206802872,6.803095172468899,13.606190344937797,0.9954752024826732,3.3881857103481337,0.5622785655222009,10.663714206962679,1
701,7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,3
3076,8.619094319254673,0.25782479711623835,0.39,1.95305121730257,0.04428641478882001,3.8435040576752333,9.843504057675233,0.9940071061857852,3.2496555274977803,0.6880905680745326,12.343504057675233,4
91,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,3
4030,9.348845907401593,0.3922235653937002,0.5046658607637798,1.924422953700797,0.070844471307874,6.688942615748008,16.0,0.995021264025685,3.20066827847244,0.6837788523149602,12.266706961811005,5
3581,10.930776323144926,0.4538493454152164,0.5838478087338159,3.60003073362801,0.07615403528386468,5.384627205241542,17.153881615724625,0.9978154035283865,3.176923904366908,0.6653850882096617,11.923105292579702,5
2957,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,4
1831,6.828002619911586,0.7968007532245808,0.029600196493368907,3.0480255441379573,0.07928002619911582,5.039980350663109,12.640013099557926,0.9966656136235402,3.5019990175331555,0.594799279524314,10.030001637444741,0
3361,10.434900386540715,0.3321699871153095,0.49305002147448423,2.1261000429489685,0.05408800343591748,4.47799914102063,9.261000429489684,0.9948775404896183,3.1530199226918567,0.7265400601285559,11.786799484612377,4
3920,10.36255227624226,0.36124825745859124,0.5075034850828175,2.471448486187528,0.06967862121546883,5.160689392265589,15.35724243093764,0.9968721936397782,3.182137878453118,0.6564275756906236,11.112482574585913,5
2490,5.993226216666629,1.113446907123658,0.08621643591397898,1.5283767306451577,0.16282485709139904,6.810821795698949,19.0,0.9942043124606451,3.4810821795698947,0.476216435913979,9.781082179569896,1
1875,7.410467922697885,1.3127597710040178,0.01895320773021152,3.4646309565752293,0.11615147149676723,4.241871690791539,10.895320773021151,0.996018492993286,3.462093584539577,0.4454876985525077,10.634655091777038,0
3032,7.766537072587822,0.3762948563620869,0.29482057455165234,2.062948563620869,0.06451794254483477,13.741028727582616,29.258971272417384,0.9960219198360383,3.23,0.73,10.292822982066093,4
170,7.9,0.885,0.03,1.8,0.0579999999999999,4.0,8.0,0.9972,3.36,0.33,9.1,1
2925,8.231778961141726,0.3461290615585702,0.30689553905609707,1.5023315582874102,0.07736442077716547,8.170552597145683,22.829447402854317,0.9971936313574536,3.2719386818001976,0.6965889480570863,9.821718376289388,3
1174,7.6,0.36,0.31,1.7,0.079,26.0,65.0,0.99716,3.46,0.62,9.5,3
1013,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,3
839,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,2
2730,7.287541462497338,0.8020443904470179,0.018210731785942423,1.9303512196432373,0.07671570728562303,5.392975607135252,11.696487803567626,0.9964771902428542,3.397667317322151,0.5355268294648561,10.064214635718848,1
2321,7.892609198875072,0.9634824619499991,0.09182892122500422,2.4031138317500327,0.09218289212250041,11.712061548749977,72.47083057375045,0.9971904707141876,3.373035076100002,0.611517538050001,9.947083057375044,1
3603,10.118132909762904,0.33212447268247314,0.4575777954265457,5.7028428207577955,0.07269688818293817,5.303111817061828,13.454667725592742,0.997148363392578,3.226968881829382,0.8002977318909811,12.584844409146909,5
259,10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,4
3675,7.300681702205112,0.33057532401260065,0.33575324012600644,1.7258895805670287,0.06125889580567029,3.057532401260064,13.086298601890096,0.996034519440756,3.2276987039495975,1.0870552097164856,10.028766200630033,5
3607,8.433661348790874,0.5037872656177621,0.37621273438223796,2.5190593338853886,0.0748564399668767,7.428219983438349,16.809406661146117,0.9932743776934413,3.190470333057306,0.7066584662802281,12.699753988406844,5
3409,7.611556803930954,0.47894485840944834,0.1966832511883713,4.846735068098117,0.06128140547989098,10.57286484003634,18.42713515996366,0.9955507545568553,3.3630151324039974,0.6497989223949124,11.312562191956392,4
2312,5.799120387435041,0.5562891696197446,0.21626717930562067,2.068444200330657,0.0650445298842701,10.208905976854023,61.84442003306568,0.9946780098866084,3.7138207819508753,0.5631555799669343,12.247993408927734,1
782,9.0,0.82,0.05,2.4,0.081,26.0,96.0,0.99814,3.36,0.53,10.0,2
2308,8.034394061778494,0.5521936421286258,0.3078063578713742,2.362491528098447,0.08487542359507763,15.468517022707298,78.65605938221506,0.9972950033887606,3.248747458429534,0.6346851702270729,9.362491528098447,1
2158,7.099745455438116,1.1242125260658393,0.011116767656930746,1.9332484851460388,0.10420553541205425,5.555838382846537,10.667515148539612,0.9954492395947296,3.527791919142327,0.5278428280547036,10.37195353629579,0
2164,6.932942715757596,0.7505563763882056,0.04959002065028917,1.8188872472235889,0.08568081387092613,5.937042509254704,12.251829962981184,0.996214055468534,3.5254465786093343,0.63,9.85241588934479,0
306,7.6,0.62,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,2
1338,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,2
3625,9.725218125891871,0.3583187916072087,0.4739492447545054,4.196669482585502,0.07204203020981978,5.957969790180217,14.436954685270324,0.9961726250126315,3.220420302098198,0.7577319636382859,12.552101510490989,5
1280,7.1,0.46,0.2,1.9,0.077,28.0,54.0,0.9956,3.37,0.64,10.4,3
765,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.99888,3.31,0.54,9.5,3
2246,7.358441511243916,1.3599133769111236,0.005367966416801864,2.019480503747972,0.12116449907043443,5.2683983208400935,9.805194962520279,0.9950928139178417,3.5134199160420048,0.4617316137932215,10.64502159520191,0
1494,6.4,0.31,0.09,1.4,0.066,15.0,28.0,0.99459,3.42,0.7,10.0,4
2317,6.5289481048326605,0.7774088898884771,0.0,2.049392599256514,0.06607288808921835,6.0,12.74696299628257,0.9966602429602974,3.526740749070642,0.5796355595539082,9.92408889888477,1
23,8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,2
1808,7.156435383397475,0.9333165628440578,0.040594102767087456,5.427228980245536,0.08482176916987368,3.3762358893165016,14.0,0.9978015854419058,3.4432671272713975,0.523762358893165,10.294058972329125,0
417,7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,2
140,8.4,0.745,0.11,1.9,0.09,16.0,63.0,0.9965,3.19,0.82,9.6,2
1756,8.083530834387776,1.0596860136955744,0.015189574097506143,3.6044431008559887,0.08712677683662098,5.759478704875307,11.721563885374078,0.9983619905953107,3.516078194268704,0.5020260647562347,10.927843611462592,0
381,13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,3
2682,8.449646623935305,0.423142441496794,0.16478615590965648,1.8378579221935114,0.06605355194516221,15.810710389032444,39.62142077806489,0.9958140721299742,3.3144998181548475,0.48396429870322516,9.118928961096756,1
3927,9.49988826262261,0.3022197391693913,0.5477914345683478,3.199553050490437,0.07922309129071305,5.8890130415304345,16.556052166121738,0.9965331843501635,3.1588789566775652,0.9089013041530435,11.79988826262261,5
956,9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,3
3161,10.134495130058726,0.3489543829471457,0.4965504869941273,2.468990260117454,0.08847719147357286,5.65504869941273,13.0,0.9968335930216872,3.161358278900164,0.6810456170528543,11.220553569354003,4
3227,7.368355508994655,0.29326577964021383,0.3464302287407484,2.1326577964021385,0.06166835550899465,19.989866946032073,34.0,0.995080607983238,3.2833164449100534,0.8668355508994654,11.399493347301604,4
1840,8.042447189176052,0.8506704896273972,0.13861466451456114,1.9563005440304415,0.0811179238357382,23.35298730595637,48.760500906717404,0.9973541638484689,3.326764936529782,0.6242447189176052,9.747899818656519,0
3930,8.206596066147378,0.3789787309681736,0.39489365484086797,1.8,0.07257659517738697,12.255317257956602,20.20425380636528,0.9943940213579079,3.22576595177387,0.6952553172579565,11.921915101624775,5
2552,6.895495348333334,1.0715309281666696,0.061351395499999795,2.181083729999988,0.06131532561666662,12.13513954999998,30.90990696666668,0.9948198204673333,3.505495348333334,0.4340541864999994,11.386486045000002,1
2239,10.647680501867494,0.4688960585512076,0.4695361003734987,1.644480292756038,0.13034557030617328,29.046389962650128,47.79359958177709,0.9988318730371928,3.3531679456310215,0.8001438787153556,9.71423962359938,0
1500,7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,2
3977,9.56700317387187,0.3854061508165041,0.5087563095100975,2.033501586935935,0.07070812301633007,6.416246032660162,16.0,0.9953730426178683,3.192487380979805,0.6783249206532033,12.062184524495121,5
2844,8.320247314313113,0.5217719798327386,0.2835439596654772,1.7607600672242045,0.07893672147893244,8.164560403345227,23.835439596654773,0.9964236685230363,3.300886443023491,0.4773415771437704,9.425947818494649,1
3203,7.535413565224092,0.5214593201559707,0.15833220553603344,2.3208338972319833,0.05437498308304046,6.0,10.604169486159917,0.9940429105201714,3.334166779446397,0.6679166102768017,12.106254229239873,4
3131,8.490643358436495,0.32467832078175224,0.4209356641563504,2.3,0.07387720301237946,12.0,19.0,0.9944485370421366,3.1428069924690516,0.7193566415635044,11.743860150618973,4
1404,8.0,0.5,0.39,2.6,0.0819999999999999,12.0,46.0,0.9985,3.43,0.62,10.7,3
3106,7.351433840172115,0.5199969265662664,0.03914584276419841,1.7914276933046476,0.08965680038881253,8.82855386609295,15.0,0.995091995082506,3.3474283079913945,0.5988590747297754,11.077150760258172,4
1445,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,3
2616,11.54252991792784,0.664310256155412,0.472311021348264,1.48427080459224,0.07304657668295439,6.1203868637031995,25.6388394088904,0.9977041384630675,3.0928735041036077,0.584349707718584,10.35184525451872,1
395,12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,4
1164,9.0,0.785,0.24,1.7,0.078,10.0,21.0,0.99692,3.29,0.67,10.0,2
3507,10.845880811934851,0.41564636537068284,0.5640388561181319,3.2321501850510206,0.07389015498492936,5.243134686558085,16.729404059674255,0.9975890154984929,3.1670194280590658,0.6597253874623233,11.583523247739404,5
1345,8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,3
2694,8.007722099770197,0.9997253653355533,0.06022294064812649,1.7233279451390513,0.09979063107170674,5.511147032406324,19.0,0.9956079612050012,3.3511147032406323,0.4502229406481265,9.651114703240632,1
4052,8.31366098226528,0.4015924917170537,0.37772832781136917,1.7795472130189487,0.0665683049113264,5.386416390568457,12.204527869810514,0.9953318034106409,3.3254566556227383,0.7738564266223109,11.352302621322124,5
119,7.0,0.69,0.08,1.8,0.0969999999999999,22.0,89.0,0.9959,3.34,0.54,9.2,3
1689,6.935591158497169,0.7982835632557899,0.02,2.0355911584971684,0.07888346684436438,6.0,11.85275552593927,0.9964299538642574,3.539692886815749,0.6093857736314978,10.104606697763765,0
2881,9.02909058639867,0.7505656009908821,0.20810100651554078,2.269595618976374,0.09012625814442597,20.51919478756738,105.63333924935772,0.9987391912379527,3.2693635879598006,0.9255758436270214,9.991110716709485,1
1578,6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,3
3681,5.110495797060633,0.49918865456012035,0.20500966426413286,1.889504202939367,0.057237605073484174,17.71088236762595,56.99806714717343,0.9918289117632374,3.6905344541171647,0.7547327729414177,13.797424372055506,5
667,11.3,0.34,0.45,2.0,0.0819999999999999,6.0,15.0,0.9988,2.94,0.66,9.2,3
1030,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,4
1559,7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,2
1918,9.31674339917882,0.6969887876417007,0.34556578655717607,3.281734473623105,0.16126537003124264,4.3434808479871645,15.343480847987164,0.9989666973596715,3.2387822982415404,0.593891446639294,8.990867236811553,0
3939,10.619180082946777,0.3468915416517991,0.5318650750089206,2.6124338333928034,0.07062169166964019,5.062169166964018,16.06216916696402,0.9971502646664288,3.15,0.6667856750802849,11.043518416874813,5
2004,7.289418520819616,1.1168080878387632,0.0,3.6878774808330466,0.12833141910110882,7.027327118307046,16.764536979509607,0.9962516683405819,3.5728662357568015,0.5344709260409808,10.534127781229422,0
3017,8.423791054059597,0.3581044729702016,0.4276208945940403,2.3,0.06585492648715162,12.0,19.0,0.9952240237729088,3.1628626837821208,0.7862089459404032,11.34274632435758,4
641,9.5,0.59,0.44,2.3,0.071,21.0,68.0,0.9992,3.46,0.63,9.5,2
190,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,2
3364,9.101956446183229,0.3759378795637975,0.43742234945474684,4.046490542911709,0.06816801145092721,10.0,19.574223494547468,0.9961844655557144,3.3229689397818984,0.7644534096728481,12.114844698909494,4
1150,8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,4
3745,7.882879115151557,0.3509987182828258,0.4569325081313206,3.5871593363636674,0.07775745413131371,15.0927381262624,37.356685101009234,0.9972536309368688,3.351070055303028,0.8597146519191926,12.808560442424222,5
1160,10.6,0.36,0.57,2.3,0.087,6.0,20.0,0.99676,3.14,0.72,11.1,4
1579,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,2
341,10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,3
1973,6.838047391244348,0.8226094782488695,0.006341231874057968,1.770710868665217,0.24353744206598552,14.351279712744928,27.09763043778261,0.9951373990283114,3.3301459709984926,0.5112682463748116,9.850729854992464,0
1297,7.2,0.53,0.14,2.1,0.064,15.0,29.0,0.99323,3.35,0.61,12.1,3
2181,9.897039057549694,0.6503892878028276,0.42293854100662587,2.648684664491243,0.18201533599723146,4.695175186393754,15.695175186393755,0.9991988156230198,3.1965789776327496,0.6132346352516564,8.674342332245622,0
3915,7.705710823318906,0.47005589639480605,0.3244568658655125,2.227995152646468,0.07522284329327562,11.4972051802597,19.72004847353532,0.9930649841701864,3.215543134134488,0.7122284329327562,12.43941679928428,5
1568,7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,2
1184,6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,2
2956,9.654977761222202,0.324182774259718,0.49494055783194724,2.272511119388899,0.07304383339541674,6.318722201527753,18.637444403055504,0.996027890011175,3.180876667908335,1.021634451480564,11.713150018625022,4
64,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,2
2362,7.817995394984606,0.6918450911502937,0.05876993923313754,2.1118450911502937,0.08694305212684016,11.82460121533725,25.118450911502936,0.997226993092477,3.3758769939233138,0.4511845091150294,9.438382667108872,1
2908,6.907577766946784,0.8200520534065924,0.0,1.7254085436759337,0.06140564077569499,8.686478640810165,16.686478640810165,0.9952123919513984,3.4623774368972198,0.6174591456324067,10.555126504891183,3
623,7.9,0.51,0.25,2.9,0.077,21.0,45.0,0.9974,3.49,0.96,12.1,3
3714,9.534677473975544,0.3864163289382642,0.5081502026370415,2.017338736987772,0.07072832657876528,6.456653157530569,16.0,0.9953209174267855,3.193699594725917,0.6791330631506114,12.092489868147927,5
836,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,4
986,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,4
2935,8.610392658490005,0.5437009176887494,0.33762990823112504,2.471102753066248,0.08609252294221874,16.38149541155625,37.38149541155625,0.9968261344966749,3.2794803670754997,0.6105196329245003,10.852598164622501,3
649,6.7,0.42,0.27,8.6,0.068,24.0,148.0,0.9948,3.16,0.57,11.3,3
813,6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,1
4068,8.97871430996077,0.41414999717124357,0.48382857466143603,1.8707499858562175,0.07150535704183011,7.101071408366025,16.101071408366025,0.9943905679030091,3.20898928591634,0.6930321422509806,12.560642845019615,5
2920,7.2,0.52,0.07,1.4,0.074,5.0,20.0,0.9973,3.32,0.81,9.6,3
1169,7.6,0.5,0.29,2.3,0.086,5.0,14.0,0.99502,3.32,0.62,11.5,3
1256,7.5,0.59,0.22,1.8,0.0819999999999999,43.0,60.0,0.99499,3.1,0.42,9.2,2
3179,9.904740024070033,0.4251185006017509,0.38698266827133565,3.0881499398249144,0.09118641676695848,12.511850060175085,51.18641676695847,0.9984636646514223,3.246034663457329,0.6611531640590796,10.081358323304153,4
1886,8.395450118892803,0.691265535720562,0.2353679880755723,1.937468928558876,0.1339040309472762,5.54177023813708,13.832919047451679,0.9975579811903339,3.3712903928734614,0.63,9.239743869112473,0
899,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,0
3658,11.098790938525726,0.5294559223365763,0.6230512189893359,4.32809406694481,0.08063442502735267,5.664651564209542,17.993954692628627,0.9982634425027352,3.196525609494668,0.6765860625683816,12.5951637541029,5
439,7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,2
1842,8.554637666540431,0.7290958642422913,0.24126267914930938,1.5655495138625901,0.19644894382452016,13.80670291682446,35.57989124952662,0.9969361965394231,3.2944115340296185,0.5319329708317554,9.507560388909928,0
344,11.9,0.57,0.5,2.6,0.0819999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,3
352,7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,2
3677,9.190827360534342,0.3971616449833018,0.501703013010019,1.8454136802671712,0.07094323289966603,6.886465799332072,16.0,0.9947664591188615,3.2065939739799623,0.6877293159866414,12.414849349499054,5
1581,6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,2
295,10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,2
1539,7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,2
2589,7.475821814959853,0.5999628781166361,0.10402969750669111,2.187910907479927,0.0815201484875334,10.439554537399633,23.479851512466546,0.9968720837215538,3.3852014848753345,0.44439554537399634,9.3139183318566,1
2367,6.743982600451925,0.594606089841826,0.0,2.160442511161325,0.06423097578129276,6.604425111613251,13.604425111613251,0.9957514950859285,3.475159228793482,0.5918672466516024,10.543982600451926,1
2487,6.891578465645851,0.4908421534354149,0.0041684306870829815,2.1027366173013973,0.06880631996440263,6.861052310430567,13.861052310430567,0.9951435999389818,3.4361263992880526,0.5855579075827773,10.788841848344454,1
1698,10.679610606059736,0.6030097348485066,0.5296115025251292,2.1233008838383114,0.17064088636372776,6.165044191915564,23.2232739898765,0.9997262123737363,3.1809707954544804,0.6160194696970133,8.539805303029867,0
2919,7.209350664122089,0.5054675332061045,0.18226623339694778,2.009350664122089,0.07203961005725301,12.226623339694777,27.546753320610446,0.9971791624192745,3.488272732442731,0.7096038994274699,9.567987001908433,3
925,8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,4
2630,8.318788215552987,0.4516453585673986,0.3402001111324858,5.611395219101352,0.05144969427557609,3.3624235688940254,9.818788215552987,0.995779599777735,3.298121178444701,0.55818788215553,11.800667037108287,1
639,8.9,0.29,0.35,1.9,0.067,25.0,57.0,0.997,3.18,1.36,10.3,3
1219,9.0,0.39,0.4,1.3,0.044,25.0,50.0,0.99478,3.2,0.83,10.9,3
2151,6.976273355380554,0.9237019024846749,0.0,2.0960562231844824,0.21705588264217635,12.768321818023177,24.59316611548615,0.9952652610694488,3.4110745669466196,0.5188136677690277,10.064410033070832,0
668,10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,2
2517,6.498657477537919,0.7534900463035524,0.03865773358684807,1.8993287387689595,0.11210068918465607,7.0,16.147651865936005,0.9946674494633709,3.44295303731872,0.5370469626812799,10.42751658949408,1
181,8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,2
3655,5.279438784972994,0.6202644625639788,0.15151105142521865,1.7205612150270062,0.053014030375675154,15.739880841981739,67.69778971495627,0.9920260119158019,3.6454829906738686,0.7772585046630658,13.487695560882845,5
2287,9.053096579178648,0.49861685382394816,0.3036003282682376,2.1396366620620344,0.07329810124325079,12.189099861861024,40.22543365565761,0.9970213047338944,3.2782906703503727,0.5141453351751863,9.239636662062034,1
